"Notes"	"Census Region"	"Census Region Code"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"< 1 year"	"0"	"White"	"2106-3"	"1999"	"1999"	54	65908	81.9
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"< 1 year"	"0"	"White"	"2106-3"	"2000"	"2000"	65	65702	98.9
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"< 1 year"	"0"	"White"	"2106-3"	"2001"	"2001"	45	67203	67.0
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"< 1 year"	"0"	"White"	"2106-3"	"2002"	"2002"	57	65436	87.1
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"< 1 year"	"0"	"White"	"2106-3"	"2003"	"2003"	36	64603	55.7
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"< 1 year"	"0"	"White"	"2106-3"	"2004"	"2004"	43	65456	65.7
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"< 1 year"	"0"	"White"	"2106-3"	"2005"	"2005"	33	64661	51.0
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"< 1 year"	"0"	"White"	"2106-3"	"2006"	"2006"	40	68162	58.7
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"< 1 year"	"0"	"White"	"2106-3"	"2007"	"2007"	43	70336	61.1
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"< 1 year"	"0"	"White"	"2106-3"	"2008"	"2008"	53	70219	75.5
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"< 1 year"	"0"	"White"	"2106-3"	"2009"	"2009"	47	71896	65.4
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"< 1 year"	"0"	"White"	"2106-3"	"2010"	"2010"	35	70008	50.0
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"< 1 year"	"0"	"White"	"2106-3"	"2011"	"2011"	39	69532	56.1
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"< 1 year"	"0"	"White"	"2106-3"	"2012"	"2012"	37	69703	53.1
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"< 1 year"	"0"	"White"	"2106-3"	"2013"	"2013"	34	70064	48.5
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"< 1 year"	"0"	"White"	"2106-3"	"2014"	"2014"	40	70037	57.1
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"< 1 year"	"0"	"White"	"2106-3"	"2015"	"2015"	40	70803	56.5
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"< 1 year"	"0"	"White"	"2106-3"	"2016"	"2016"	40	71857	55.7
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"< 1 year"	"0"	"White"	"2106-3"	"2017"	"2017"	38	71341	53.3
"---"
"Dataset: Underlying Cause of Death, 1999-2017"
"Query Parameters:"
"ICD-10 130 Cause List (Infants): #Sudden infant death syndrome (R95)"
"Single-Year Ages: < 1 year"
"Group By: Census Region; State; Single-Year Ages; Race; Year"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Feb 11, 2020 12:07:48 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Feb 11, 2020 12:07:48 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/ucd.html#Georgia-Reporting-Anomalies."
"3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#New-Jersey-Reporting-Anomalies."
"4. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"5. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"6. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"7. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"8. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Racial Differences."
"9. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017"
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for"
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS"
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The"
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal"
"series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010 are April 1"
"Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from"
"the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are"
"April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population"
"figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 -"
"2009 differ slightly from previously published reports, due to use of the population estimates which were available at the time"
"of release."
"10. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
